url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,web_traffic,dns_record,google_index,page_rank,status
https://dive.telekom-dienste.de/users/sign_in,45,23,0,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,1,0,6,0,2,4,2,7,7,5,4.833333333333333,6.0,3.6666666666666665,0,0,0,0,0,0,0,0,93.75,0,100.0,0.0,0,0,0,50.0,0,0,0,1,1,1,-1,0,0,1,-1,alive
http://berkah-erafone.cf/,25,17,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,2,0,6,6,0,7,7,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,-1,alive
http://office.noriskshop.de,27,20,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,3,0,2,1,6,6,0,10,10,0,8.0,8.0,0,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,0,0,1,-1,alive
http://linkmoingay.gq/,22,14,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,11,0,11,11,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,-1,alive
https://login.windows-ppe.net/common/oauth2/authorize?client_id=80ccca67-54bd-44ab-8625-4b79c4dc7775&response_mode=form_post&response_type=code+id_token&scope=openid+profile&state=OpenIdConnect.AuthenticationProperties%3Dg5TPQpklrttaQtWGi3s1nB_QtKOKpuNzFkPxUWNwKWSz0JR37M_npMIu15Yb-OpiTnPuozHNPSgJIo9hQMHj4mECiU3NOii93sujDss1WxhUje7PW8In_j8cxFiVrdn6bmTHaiwSG4SysKwHUC3A2A&nonce=637375380568068369.ODhkODMwMDktMTY1OS00YjBhLWFmZTEtNTYzYThiY2Y5NmNkMGQxZTdkZDctNzUyOS00MmU0LTg4MTgtOGMwYWY5NjliYjkw&redirect_uri=https%3A%2F%2Fsecurity.officeppe.com%2F,546,21,1,6,6,0,1,6,0,7,9,0,5,5,0,1,0,0,0,0,0,2,0,1,0,0.13736263736263737,0.0,0,0,0,0,0,3,1,0,0,2,0,43,19,2,3,2,96,7,96,11.44186046511628,5.0,11.925,1,0,0,0,0,2,0,1,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
http://ooredoo-qa.secucloud.info/,33,25,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,3,2,2,2,0,9,9,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,1,-1,alive
https://www.scandicsite.com/,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,2,3,3,3,0,11,11,0,7.0,7.0,0,1,0,0,0,0,0,1,1,0.0,0,0.0,100.0,0,0,0,14.545454545454545,0,0,0,1,1,1,-1,0,0,1,-1,alive
https://www.bulbankonline.bg/,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,46.15384615384615,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://mail.fliesen-lechner.de/owa/auth/logon.aspx?url=https%3A%2F%2Fmail.fliesen-lechner.de%2Fowa&reason=0,108,23,0,5,2,0,1,1,0,2,0,0,4,5,0,1,0,0,0,0,0,0,0,1,0,0.046296296296296294,0.0,0,0,1,0,0,3,1,0,0,1,0,18,1,1,4,1,7,7,7,4.444444444444445,6.0,4.133333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,1,-1,alive
https://autodiscover.kraetschmer-plesa-stb.de/owa/auth/logon.aspx?url=https%3A%2F%2F10.190.65.11%2Fowa%2F&reason=0,114,37,0,6,2,0,1,1,0,2,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0.13157894736842105,0.0,0,0,0,0,0,3,0,0,0,2,0,20,2,1,3,1,12,12,6,4.2,7.75,3.3125,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,0,0,1,-1,alive
http://cloud.zuhause-informiert-sparkasse-sha.de,48,41,0,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,3,0,5,1,3,3,0,10,10,0,6.8,6.8,0,0,0,0,0,0,0,0,1,37.5,0,100.0,0.0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
http://lp5.prize-2day.club/,27,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.07407407407407407,0.10526315789473684,0,0,0,0,0,2,1,0,0,0,0,3,0,3,3,0,5,5,0,4.0,4.0,0,0,0,0,0,1,0,0,1,50.0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,1,-1,alive
https://autodiscover.webmail.fstb.gov.hk/owa/auth/logon.aspx?url=https%3A%2F%2Fautodiscover.webmail.fstb.gov.hk%2Fowa%2F&reason=0,129,32,0,9,0,0,1,1,0,2,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0.046511627906976744,0.0,0,0,1,0,0,3,0,0,0,2,0,20,1,1,4,1,14,12,14,4.75,7.666666666666667,4.235294117647059,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,0,0,1,-1,alive
http://share.btservices.fr/,27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,2,0,2,0,5,5,0,10,10,0,7.5,7.5,0,0,0,0,0,0,2,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://outlook.it-ag.at/owa/auth/logon.aspx?url=https%3A%2F%2Foutlook.it-ag.at%2Fowa%2F&reason=0&s=61ACFD5998ECE8F9888611CC9A69F7BB510C4265,140,16,1,5,2,0,1,2,0,3,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0.22142857142857142,0.0,0,0,1,0,0,3,1,0,0,0,0,21,10,1,2,1,40,7,40,5.190476190476191,3.6666666666666665,5.444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://www.sparkasse-bayreuth.de/de/home.html,46,25,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,0,0,1,0,6,4,2,3,2,9,9,4,5.0,6.666666666666667,3.3333333333333335,0,0,0,0,0,0,1,0,100.0,0,85.71428571428571,14.285714285714285,0,0,0,84.61538461538461,0,0,0,1,0,1,-1,0,0,1,-1,alive
